customer_id,customer_zip_code_prefix,customer_city,Customer_Name,customer_state
F2Ra4HXz3MXy,9761,sao paulo,Rachel Scott,SP
F2WSNNJT2Ltp,13305,sao paulo,Isabella Campbell,SP
F2f4Dpwh9mqz,16303,sao paulo,Raj Edwards,SP
F2gRB6ObIIhM,37860,rio de janeiro,Raj Rodriguez,RJ
F2tGmbuAgpKq,42701,capivari,Robert Hall,SP
F2xyUFs41JTZ,26535,rio de janeiro,Michael Ramirez,RJ
F33I9wGNNaeF,55590,paraty,Jessica Baker,RJ
F33WwQGXqX4b,6501,curitiba,Jessica Green,PR
F3Cn46BL33gu,11432,rio de janeiro,Benjamin Scott,RJ
F3ET3BG0TdS4,2611,jaguariuna,Joshua Martin,SP
F3OaGT3GQgO2,5085,campinas,Andrew Turner,SP
F3QyppjwNBPv,29934,caucaia,Joshua Ramirez,CE
F3SYeTvTyaaJ,29065,castelo,William Anderson,ES
F3UGgXXsG77F,65040,mariana,Emma Turner,MG
F3UeKFej2Rhw,2533,rio de janeiro,Raj Thompson,RJ
F3eQCTisaO0Y,37557,poco de pedra,Michael Young,RN
F478ZWjBkWQD,55636,santos,Olivia Robinson,SP
F4AV80J1bvVd,57930,cachoeirinha,Chen Evans,RS
F4CmtTufPhMT,49180,belo horizonte,Amanda Campbell,MG
F4FyaOzCYJ1Q,37245,florianopolis,Lucas Nelson,SC
F4LQhVv8PF9q,96217,teixeiras,Ashley Allen,MG
F4P3hDDJnlmc,98801,recife,Emily Allen,PE
F4VcLdo63qly,88955,brusque,John Lewis,SC
F4j4vNAXwVFY,8574,mandaguari,Ava Roberts,PR
F4rMPQCCPjgC,89712,sao paulo,Mia Mitchell,SP
F55TU0VnphZB,86702,blumenau,Hannah Perez,SC
F56B9pc9TK9m,17533,monte mor,Liam Perez,SP
F59QxxWsXn7m,89251,sao bernardo do campo,Amanda Walker,SP
F5DFr9steXHh,89885,salvador,Laura Ramirez,BA
F5F5GPfRQ0VU,2409,porto alegre,Nicole Young,RS
F5HBUYJy9cRf,22763,irati,Elijah Evans,PR
F5UsncZzfiM4,3471,balneario camboriu,William Evans,SC
F5YKGKqNMgYs,16440,belo horizonte,Michael Martin,MG
F5fDuoW6uZvr,55016,caratinga,Olivia White,MG
F5ijBSq39izX,11010,porto alegre,James Allen,RS
F5jqAxzq70sA,53130,sao mateus,Ava Nelson,ES
F5mL6yC7WnUd,4770,itatinga,William Perez,SP
F5vvWau2QMx1,40320,americana,Rachel Phillips,SP
F5xlodNsSeVm,52171,osasco,Ashley Clark,SP
F6BrQupWHaqW,77425,sao vicente,David Harris,SP
F6CPRwzwCElZ,67015,curitiba,Andrew Green,PR
F6CnKrRxJEOl,72593,sao paulo,Jessica Robinson,SP
F6LGgYffRRln,25655,arapiraca,Robert Turner,AL
F6LKuhK31KRI,36264,sao paulo,Tomasz Mitchell,SP
F6OIHw7YjJwb,89970,ipatinga,Chen Brown,MG
F6ykmbOnvvrO,12705,fazenda rio grande,Lucas Ramirez,PR
F74v3tMeFmru,64025,pocos de caldas,Aisha Lewis,MG
F75TUvGcwt9Q,11454,americana,John Martin,SP
F7ItF9hQi06l,89080,campo grande,Lucas Thompson,MS
F7RDQqbKWvNl,37400,sao paulo,Tomasz Garcia,SP
F7SAiAOJEckg,5570,eusebio,Nicole Phillips,CE
F7XwveyeEftC,37795,serra,Amanda Roberts,ES
F7YLE9pRYMUm,81550,paranavai,Ali Adams,PR
F7kx3PSfKjs1,89805,pouso alegre,Ashley Wright,MG
F7r1fN6QbMES,3256,sao paulo,Jessica Adams,SP
F7vJxn4UdndQ,89694,brasilia,Lucas Lee,DF
F8ExWhQZhvHl,13845,conceicao do para,Rachel Campbell,MG
F8Lf83VKGYG6,8850,brasilia,Megan Jackson,DF
F8MiRkiFasJ0,15685,biritiba-mirim,Isabella Harris,SP
F8QHDsUvGqMQ,60867,sao paulo,Liam Phillips,SP
F8UaLVDt6dkp,7178,paulo afonso,Sarah Parker,BA
F8ViHLFyTon5,85801,taiuva,Amanda Edwards,SP
F8dqbC89QW6r,79040,jundiai,Benjamin Perez,SP
F8fFvWpQore9,1415,juranda,Olivia Perez,PR
F8hT2DOyICX3,9540,osasco,Rachel Scott,SP
F8nTaHb1q2jd,29031,valente,William Allen,BA
F8rYK3CGNqum,17022,santa maria,Raj Garcia,RS
F95vIjlRdfpp,23550,matinhos,William Anderson,PR
F9BkzpsRZDze,14470,sao paulo,Sophia Jackson,SP
F9TmNoTgFQuY,13044,niteroi,Sophia Edwards,RJ
F9ZpnyR6ctBy,11530,petropolis,Michael Brown,RJ
F9jYyEIYEk9n,75132,nova iguacu,Amanda Clark,RJ
F9k9NDD4xZJo,3132,diadema,Liam White,SP
F9wnqkRi3QtF,65935,itapolis,David Allen,SP
FA1afNRTxLhi,27265,ferraz de vasconcelos,Isabella Parker,SP
FAAHj6kTx2xr,5569,belo horizonte,Mei Hall,MG
FADJVd4QWgFb,17018,sao paulo,Michael White,SP
FAGQyHVpQjlk,19840,sao jose dos campos,Tomasz Hall,SP
FAQ3KmuO6Gok,8595,sao pedro do sul,Noah White,RS
FARY550bDSsy,3513,queimados,Ava Edwards,RJ
FASNOdtyUqut,79950,santa barbara d'oeste,Jessica Perez,SP
FAigK5GWsS67,3471,balneario camboriu,Michael Young,SC
FAlpNc8H3ksy,74919,santana de parnaiba,Amanda Lewis,SP
FAtTMPpBANDc,96310,sao bernardo do campo,William Smith,SP
FAv1JmSkG92q,60831,telemaco borba,Mia Anderson,PR
FAygofnZW1Ps,81900,sao sebastiao,Carlos Perez,SP
FB4qoCQtY78b,68580,maringa,Benjamin Jackson,PR
FB6c4dsmeGmH,63600,campinas,Aisha Thomas,SP
FBCcRuIcD34l,16025,aracaju,Joshua Green,SE
FBJ4CP7i6mgd,12721,guaruja,Aisha Evans,SP
FBLBddnIIP4S,48730,paracatu,Tomasz Adams,MG
FBUmBlJ2QdiA,4087,itamonte,Aisha Martin,MG
FBj9YGfSYgIT,6162,presidente epitacio,Tomasz Hill,SP
FBl6DejEaLnp,7197,niteroi,Michael Roberts,RJ
FBrJlOeQbGyl,16025,aracaju,Sarah Ramirez,SE
FBsOczOZMw7a,65735,sao paulo,Noah Roberts,SP
FBvGEqGvHTBC,11705,caruaru,Raj Wright,PE
FBwS3MZZX1g1,75800,canoas,James Anderson,RS
FC6o97WCqfi8,79900,tupa,Carlos Walker,SP
FCHnavh52bMc,18205,bonfim paulista,Olivia Campbell,SP
FCKr6ovuOHDO,9792,pompeu,Megan Turner,MG
FCMYN7Aofqao,31570,catanduva,Andrew Evans,SP
FCOXVschKRfO,75064,joao pessoa,Rachel Ramirez,PB
FCQkKvz6X47B,83650,capela,William Perez,SE
FCi7DneWmvCr,3943,guaruja,David Johnson,SP
FCrwNFhtX1bO,3720,rio do pires,Aisha Edwards,BA
FD8pjuHefObU,5110,sao paulo,David Young,SP
FDBDZVbb2qCi,79890,sao paulo,Lucas Young,SP
FDCS8uU2ljpW,28633,nova iguacu,Ava White,RJ
FDFRmBN9nRRW,2631,rio de janeiro,Amanda Young,RJ
FDd7ouVwpaax,69029,hortolandia,Liam Campbell,SP
FDkMRddEfpz5,11664,rio de janeiro,Daniel Roberts,RJ
FDr3uA50ZQU5,4068,rio de janeiro,Liam Hall,RJ
FDuPfheAkBvS,28891,florianopolis,Aisha Young,SC
FDyAg0JBadQn,41130,sao miguel do oeste,Ali Harris,SC
FE3PFzKMTWDq,2018,brasilia,James Taylor,DF
FE4aJ45DWUUe,9410,anapolis,Mia Rodriguez,GO
FE792HtGAt71,2525,belo horizonte,Ashley Robinson,MG
FEGCvAkOyfbC,18277,maceio,Sarah Roberts,AL
FEJtS2hwHyog,95350,sao caetano do sul,David Young,SP
FEPJrPemuZzO,29273,fortaleza,Aisha Roberts,CE
FEa2un2zvAHm,86805,canoas,Sophia Parker,RS
FEjBkHVmxvfh,36225,jundiai,Ashley Jackson,SP
FEszgEjzSdhT,75513,porto alegre,Chris Wright,RS
FEuNIo6wrR4d,5519,duque de caxias,Laura Mitchell,RJ
FEwVxt0jd06d,67130,pelotas,Carlos Harris,RS
FF0yBJf9ID5j,81270,araucaria,Mei Turner,PR
FF4dhJNlXWjS,13481,rio de janeiro,Joseph Young,RJ
FF5rBnLIB3OB,5844,florianopolis,Fatima Thomas,SC
FFCt1H2ir5jk,4726,betim,Ali Allen,MG
FFFq7zJqvQHr,95112,capao bonito,William Martinez,SP
FFL6wYVOwdgY,45910,itaquaquecetuba,John Parker,SP
FFWWm6NfcOaY,45987,sao jose do rio preto,Chris Lee,SP
FFgL5rqqL54D,33943,presidente venceslau,Joseph Adams,SP
FG5NDHHvwBLw,39970,guarapuava,William Anderson,PR
FG9HFqycr8yW,98465,limeira,Daniel Johnson,SP
FGAdatowSh5E,8042,tiete,Aisha White,SP
FGChA5Wl11d8,55194,cajamar,Ava Johnson,SP
FGK5zBMu9C2n,4521,sao paulo,Noah Nelson,SP
FGKKDo5sDMmL,97030,joao pessoa,Nicole King,PB
FGMd1bftqK9d,8071,sao paulo,Chen Campbell,SP
FGUlTEFTSBOs,8502,sao paulo,Robert Ramirez,SP
FGkBsRGXU4MA,72016,sao jose dos campos,Michael Garcia,SP
FGsz3qJO8lro,69067,feliz,Amanda Perez,RS
FGtuihZdHmIm,39990,caxias do sul,Andrew Parker,RS
FGzPjP2wlrO7,1534,lavras,Ashley Evans,MG
FH0EI72k2hpC,11380,santana de parnaiba,Hannah Lewis,SP
FH2bWCgig4Su,36090,araras,Lucas Rodriguez,SP
FHjlz15mp3yk,83730,sao paulo,Carlos Hall,SP
FI6S5MJPqKY5,60450,sao goncalo,Ava Edwards,RJ
FI7daT1mbfoN,1413,jacarei,Hannah Garcia,SP
FIAgvkiG0Rn7,37002,ananindeua,Hannah Perez,PA
FIFnrBzqJL2U,59815,sao paulo,Jessica Thomas,SP
FILyG0qcEwDF,1243,rio de janeiro,Carlos Phillips,RJ
FIU2cFWUt5zC,27170,blumenau,Isabella Edwards,SC
FIWIxgP50z3E,27536,cotia,Laura Anderson,SP
FIklZAS33Qmr,36770,poco fundo,Elijah White,MG
FIsiCwtdeBmU,68926,tres lagoas,Rachel Garcia,MS
FJEsu6Fo2F5c,21240,brasilia,Isabella Baker,DF
FJIIVo4O906u,50875,betim,Liam Anderson,MG
FJOlGtG4AS0q,3823,presidente prudente,Nicole Martinez,SP
FJTcW9h8pd0e,51290,sao paulo,Ali Allen,SP
FJWjyak6Reje,79700,arraial do cabo,Mei Parker,RJ
FJggZWxWhtVK,65780,barra do ribeiro,Robert Rodriguez,RS
FJh5L8jb0KBQ,52160,tupa,William Lee,SP
FJk4IY21vsm4,51240,rio de janeiro,Tomasz Phillips,RJ
FJwN4Cs0MMj2,15920,sumare,Noah Parker,SP
FK21BSlAEkiv,93046,sao paulo,Amanda Adams,SP
FK3mcnjUJ4Wx,45263,sao paulo,Olivia Young,SP
FK7sJpkZlc5t,94859,sao paulo,Robert Jackson,SP
FK8L42eW8hc8,13321,sao paulo,Tomasz Turner,SP
FKGwvJwDUtJY,94170,sao paulo,Andrew Adams,SP
FKeHWuA8ncO9,18054,ilheus,Elijah Mitchell,BA
FKhMDy7SAxG5,27285,sao paulo,Andrew Adams,SP
FKkQsgSEEqmr,4402,colombo,Ali Ramirez,PR
FKwH5W4E5Sh1,57046,teresina,Aisha Robinson,PI
FKwYyWDf8IaK,2855,guaratuba,Daniel Evans,PR
FL4Nn2efB7aX,5641,catende,Emily Scott,PE
FL5rKGHzHLYA,57275,joao pessoa,Mei Phillips,PB
FLEL8BEB5Wh1,91796,barueri,William Lewis,SP
FLJt3RVvtPQc,88309,sao jose dos campos,Isabella Nelson,SP
FLMVajVuJ4pk,39628,rio de janeiro,Carlos Hill,RJ
FLSIOhI0NwGq,36415,botucatu,Robert Campbell,SP
FLWRFO3FRJS9,12260,volta redonda,Jessica Taylor,RJ
FLm46fkuThq3,39830,sorocaba,Ali Hall,SP
FLtnh3t63wz0,85853,sao paulo,Benjamin Wright,SP
FM1TWqtG262n,20756,sao joaquim,Tomasz Garcia,SC
FM8LMmWqW5hF,53320,videira,Emma Turner,SC
FMOgqxMDXU6Q,85950,rio de janeiro,Fatima Campbell,RJ
FMVDRtjLogOb,26012,boa esperanca,Noah Thomas,ES
FMcEfNVdDEKV,5560,sao paulo,Fatima Hill,SP
FMjtBmWhWXH7,79622,sao paulo,Daniel Campbell,SP
FMkrzOeMeB1Y,19050,belo horizonte,Mia Allen,MG
FMoljyuflHlS,64240,sinop,Elijah Roberts,MT
FMs0DLtof7H5,71065,amparo,William Clark,SP
FMtsvYCDIXAC,92323,santos,Elijah Roberts,SP
FN0N3ZrlIhnZ,3120,contagem,Olivia Baker,MG
FN7WeJuTfZIC,87020,santo andre,Emily Ramirez,SP
FNFj61QbXYXw,13843,mogi das cruzes,Laura Green,SP
FNJMcqRaecNB,45455,praia grande,Raj Garcia,SP
FNQG48mCzDCS,3683,joviania,Mia Ramirez,GO
FNQRs4bkNNn0,11432,rio de janeiro,Chris Nelson,RJ
FNZXYtEvpmCN,45823,imbituba,Ava Walker,SC
FNeW9WhgHKle,38405,osasco,Rachel Martinez,SP
FNuph4uH9StO,4545,macae,Nicole Taylor,RJ
FO1TMCsbqu0t,5760,almirante tamandare,Carlos Hall,PR
FO8KGJR0XmwM,39598,penapolis,Emily Adams,SP
FOJX1PzqrgEH,4832,sao paulo,Rachel Hill,SP
FOS8bz9vXYfm,89057,sao luis,Aisha Mitchell,MA
FOTKsiqW60Oy,23047,sao paulo,Lucas Perez,SP
FOU6YywuHOjX,6050,salto,David Wright,SP
FOUup3jdTfjI,5085,campinas,Isabella Taylor,SP
FOmLsZ6NK6Ii,5573,salvador,Amanda Martinez,BA
FOyqk7QHRNkt,23085,suzano,Aisha Jackson,SP
FOzd7SiZXBxX,1144,santo andre,Elijah Turner,SP
FP7Z5oIPlitY,87070,carapicuiba,Liam Edwards,SP
FP8aUgkVeEui,45608,sao paulo,Emily Hall,SP
FPJN01usf1VT,12411,juiz de fora,John Thompson,MG
FPVjbcr5R41V,75084,poco verde,Emily Robinson,SE
FPf79Np934xT,60355,carajas,Sophia Nelson,PA
FPiuTfIISolD,31844,rio de janeiro,Carlos Campbell,RJ
FPjK0kEjGP2r,95995,sao paulo,Ali Robinson,SP
FPnkyT6kwZwc,85851,sumare,Jessica Anderson,SP
FPtm66VUTK7o,71698,curitiba,Jessica Thompson,PR
FPwO29JbrJgL,13024,rio de janeiro,Hannah Clark,RJ
FPyGOJ5H1P9b,78290,franco da rocha,John Nelson,SP
FPzCztETtwmH,5664,salvador,Hannah Parker,BA
FQ9MdXH6d6sR,4159,joao pessoa,William Johnson,PB
FQDoDyWwrd6R,89165,santo andre,Noah Martinez,SP
FQOY4TeqOcAR,72243,rio de janeiro,Megan Thomas,RJ
FQSJM8rWQj8Z,5593,senador modestino goncalves,Lucas Evans,MG
FQSzIagoUtGK,1243,rio de janeiro,Andrew White,RJ
FQTJUtolpSXf,3576,natal,Andrew Anderson,RN
FQZEbXekxQXu,26051,florianopolis,Sophia Baker,SC
FQy6DUa1XHNQ,78265,feira de santana,Sarah Wright,BA
FQzUZtH6iyiK,12289,santo andre,Noah Adams,SP
FR4ZZ0rrHPWX,4191,angra dos reis,Aisha Brown,RJ
FRDLDLxn8D70,89980,pirajuba,Chen Taylor,MG
FRRFgVmrcsBX,12305,juiz de fora,Ashley Perez,MG
FRRd6OzRbW8i,5115,baixa grande,Joseph Walker,BA
FRRyfzQN9xAC,86701,rio de janeiro,David Edwards,RJ
FRUCzm0HPFEz,4616,sao paulo,Carlos Smith,SP
FRaVGMDGc22X,96255,belo horizonte,Fatima King,MG
FRbVK0hMrbOd,29132,sao paulo,Joshua Parker,SP
FRcsv2VSA82d,6767,itapevi,Ava Thompson,SP
FRdM1begB1Gh,70648,sao paulo,Ali Young,SP
FRenfQXwKTr2,9619,lins,Rachel King,SP
FRliHi9F5BW8,6144,sao paulo,Sophia Johnson,SP
FRoQHPESOUFN,12010,sao paulo,Laura Green,SP
FRovYZupTbyR,75702,itapaje,Aisha Anderson,CE
FS3TeAgJscpA,74843,porto alegre,Benjamin Mitchell,RS
FSDC12wpFtIU,17603,salvador,Joseph Thomas,BA
FSG0yNAXOdcg,26572,peruibe,James Evans,SP
FSYoUBarj4Ek,92120,sao paulo,Robert Turner,SP
FSdboG271j6C,3127,lajeado,Isabella Baker,RS
FSkhnxpN7pxs,22763,irati,Isabella Thomas,PR
FSnx9VbOOXc3,14200,tupa,Robert Edwards,SP
FSo55NlShs1V,48720,alvorada,Chris Johnson,RS
FStdOWt2NUWb,89970,ipatinga,Liam Clark,MG
FStz6vg70wq1,37143,brasilia,Emily King,DF
FSzGvE7DzghI,20221,lauro de freitas,Joshua Allen,BA
FT4Z1iUB6r2L,99170,belo horizonte,Elijah Mitchell,MG
FT9J8L3d01Lr,66115,jundiai,Olivia Thompson,SP
FTDN3pD0mr3a,95580,guarulhos,Joshua Ramirez,SP
FTEqFKZluPxz,28942,brasilia,Ashley Hall,DF
FTJcLzE3iGNE,2311,taua,Emily Thomas,CE
FTRbApAzfuoW,74013,mogi das cruzes,Jessica Scott,SP
FTWNU28qkqSD,2848,mogi das cruzes,Sarah Parker,SP
FTYbLS4iLHVW,22740,belo horizonte,Joshua Evans,MG
FTbnLvTgPslO,36760,montes claros,Megan Thompson,MG
FTetlaZ3CSu7,48602,sao luis,Sarah Scott,MA
FTlFhih4BXbI,5041,cubatao,Joshua Young,SP
FTlypdxKHEJe,2259,mogi das cruzes,Carlos Clark,SP
FToMVBbSpFkh,41311,santos,Nicole White,SP
FTok8yIjnNfr,95315,sao gabriel,Hannah Green,RS
FTrn2kBOq5QJ,5850,natal,Michael Martinez,RN
FTruRHcxBEs5,41311,santos,Emily Allen,SP
FTsnW2BeTezY,17204,itamaraju,James Martinez,BA
FU48hQwIjYDI,59611,passa tres,Ali Robinson,RJ
FUA5RrGXdpoQ,60346,utinga,Olivia Campbell,BA
FUPxYGGvMqdO,81315,rio de janeiro,Megan Mitchell,RJ
FUaaCTWKvmBP,63960,rio de janeiro,John Martin,RJ
FUecbSZfSS4r,57038,osasco,Emma Lewis,SP
FUkYhzrzQ5F3,11470,esteio,William Perez,RS
FUluEET7JHGG,45534,joacaba,Ashley Campbell,SC
FUtDc9FguZcO,76720,buri,Carlos Phillips,SP
FUtixbGfs6Ft,19230,itatiba,Megan Roberts,SP
FUyzrvXVngYB,36091,feira de santana,Liam Taylor,BA
FVNC0qsI4l1t,2326,timon,Ava Evans,MA
FVRhCtbo0HnV,6826,serra,Ava Brown,ES
FVl1DSMy3x7W,58115,sao paulo,Laura Rodriguez,SP
FVq7liIGkWjR,96820,itapeva,Benjamin Anderson,SP
FVrnbbPMk8l2,41340,candeias,Ashley Scott,BA
FVz8kbPjyTPV,28892,sao bernardo do campo,Mia Phillips,SP
FW3SaKtV8cda,79833,ponta grossa,Liam Lewis,PR
FW4bqEIW7XPD,33115,sao paulo,Joshua Adams,SP
FW7EZwOnaa3b,59065,joao pessoa,Benjamin Johnson,PB
FWHcvrr6wuGh,17880,goiania,Benjamin Robinson,GO
FWQ4ZWHpsFVH,74665,pirapora do bom jesus,William Mitchell,SP
FWVXbwnAfnnL,5266,sao paulo,Michael Baker,SP
FWdA7GXTnYVH,2565,sao paulo,Elijah Mitchell,SP
FWfwkZYY5VkL,13402,sao paulo,Sophia Lewis,SP
FWjYmlq6VJJw,48970,maceio,Jessica Perez,AL
FWl4PrJfiQ0u,6810,santos,Noah Brown,SP
FWpDToCgGSIr,68682,sao bernardo do campo,Chris Garcia,SP
FWqUCRRxjQz4,7788,sao paulo,Rachel Johnson,SP
FWwVsyBP6sCN,79415,sao bernardo do campo,Benjamin Edwards,SP
FX2riwGmarQe,9030,petropolis,James Robinson,RJ
FXA7GI2pKqiR,1410,osvaldo cruz,William Clark,SP
FXCBA2hzSo2J,31980,sao bernardo do campo,James Roberts,SP
FXHIa2DxlsPE,37480,sao paulo,Noah Perez,SP
FXMF4Irf63p9,18021,suzano,Joseph Smith,SP
FXP4ZJQflfh9,62190,niteroi,Joseph Parker,RJ
FXYfmzjFU7YT,48914,teresopolis,Aisha Hill,RJ
FXkVbBdxnmg1,25250,sao paulo,Ashley Campbell,SP
FXqXmOdGBQBL,57520,sao jose dos campos,Hannah Hall,SP
FXsV6kovCzEp,72242,campinas,Chen Hill,SP
FY0K1017uZCU,66025,rio de janeiro,Liam Young,RJ
FYDOlSapH71F,15105,fortaleza,Jessica Hill,CE
FYJpysyoZ41U,4565,brasilia,Emily Mitchell,DF
FYN5dELELsfh,3084,piracicaba,Fatima Hall,SP
FYPuACUlBpVA,89253,uba,John Turner,MG
FYRs5AuDzyfx,32150,itauna,Ashley Edwards,MG
FYU9vG9DivCD,3649,santa adelia,John Nelson,SP
FYiKCFtdmIKc,96405,contagem,Isabella Wright,MG
FYqwVJTuPrm4,12403,sao paulo,Daniel Green,SP
FZ0ach71BMad,93525,rio de janeiro,Elijah Thompson,RJ
FZ0c9uCzznK5,53300,itapecerica da serra,Benjamin King,SP
FZJD5sW2y5kj,13332,nova iguacu,Fatima Harris,RJ
FZMwKPX6PFTP,29169,belo horizonte,Carlos Anderson,MG
FZRf0U5yLZtM,63460,sao paulo,Joshua Clark,SP
FZYeNpYHqQt8,7854,sao paulo,Tomasz Nelson,SP
FZvmRPt1as4x,43815,ibiuna,Sophia Hill,SP
FZxYENu9YBrJ,3263,mercedes,Andrew Martin,PR
FZzYo0uS6SKD,11703,serra,Megan Johnson,ES
Fa1DQz44lTfT,75094,campinas,Raj Rodriguez,SP
FaCLvoPI5UJ4,11661,salvador,Carlos Lee,BA
FaNrLPJle8gT,55410,jundiai,Aisha Adams,SP
FaPYDpoOA7VG,64217,sao paulo,Robert Hill,SP
FaerkKAO1XkH,55590,paraty,Liam Ramirez,RJ
FaxqowZhfQXp,78254,contagem,Sophia Clark,MG
Fb03aRnn3PCg,55296,planalto,Aisha Adams,RS
Fb3gciqWyKJ7,83203,porto alegre,Ava Green,RS
FbAgY6E7ssuc,41217,porto alegre,David Campbell,RS
FbDolaPApmgR,18108,belo horizonte,Hannah Baker,MG
FbKUCrQWg5MS,8720,teresina,Jessica Perez,PI
FbQbruNnM22w,17500,presidente bernardes,Emma Robinson,SP
FbROHBEkG24n,2185,jundiai,Elijah Edwards,SP
FbSspo01VGVA,72457,sao paulo,John Evans,SP
FbT5lCKtdKKK,25902,porto uniao,Raj Campbell,SC
FbbPbO8FSt6Y,5170,guarulhos,John Phillips,SP
FbdVCWchvm8D,29750,andradina,Andrew Edwards,SP
Fbp14z7cYTtC,4610,petropolis,Emma Taylor,RJ
Fc6GbQK7VVEx,87160,icem,Chris Wright,SP
FcQh933iQqqi,62420,mata verde,Emily Thompson,MG
FcWrDgVaOwEk,23530,arapongas,Carlos Green,PR
Fcg1Y6Z9R2Ty,2955,jatoba,Emily Hall,PE
Fck0AgSB5ucE,6871,dores do indaia,David Thompson,MG
FckvwPSgcAyc,84320,santo andre,John Martin,SP
FcnHEF27wfLK,5019,ipero,Sarah Parker,SP
FcoNNWgft0hK,13341,vassouras,James Thomas,RJ
FcpwhvKlaEeo,56318,montenegro,Robert Campbell,RS
Fcy9DmDMx86b,18703,sao paulo,Ava Parker,SP
FcyZ06RUY2fD,89206,varginha,Ali Hall,MG
FcyhIIbx9Qlx,14784,belo horizonte,Aisha Hall,MG
Fd7C7YJaPPn5,81220,rio de janeiro,Fatima Walker,RJ
Fd7yjIbo544K,45821,sao paulo,Nicole Martin,SP
FdGO0mxeK1X5,8342,porto alegre,Ava Clark,RS
FdKqlmtpE5zb,4912,sao goncalo,Jessica Evans,RJ
FdNCcrfqiM9e,8771,maua,Lucas Wright,SP
FdQezwloPY97,15102,vila velha,Carlos Scott,ES
FdRh1WXWWvIi,64050,piracicaba,Sarah Thomas,SP
FdcDTfKAvvTP,96503,brasilia,Michael Nelson,DF
FdlukVG8IAzL,89222,santo augusto,Noah Campbell,RS
FdmZrqqVZw7l,5613,fortaleza,Ava Evans,CE
Fdmrvh52QUlP,78360,londrina,Noah Martin,PR
FeAXfPxeqkCS,1224,sao paulo,Andrew Mitchell,SP
FeF6xGneg2JT,19880,sao paulo,Hannah Green,SP
FeFo8TFRnwag,57635,campos dos goytacazes,Nicole Roberts,RJ
FeN36tT4M6om,55880,lavinia,Chris Hall,SP
FeNhuSQKlFdJ,9603,manhuacu,Robert Smith,MG
FeUakjBAD9Lc,76387,sao paulo,Nicole Johnson,SP
FeY4s7cHSAGe,44460,brumado,Aisha Young,BA
FeZ2LcchjkcQ,9050,sao paulo,Mia Phillips,SP
Fev7YZbf1wk5,41311,santos,Chen Rodriguez,SP
FewHTskRwhv1,8745,sao paulo,Lucas Garcia,SP
FewmC2fPAqOU,3186,mogi mirim,Chris Turner,SP
FeyX9HLWoSF4,12287,capao da canoa,Raj Anderson,RS
FfDSJpwlThGC,86770,ferraz de vasconcelos,Lucas Jackson,SP
FfJKEc3YMOQn,62910,guarulhos,Raj Martinez,SP
FfaCjKj41w6K,27278,teresopolis,Liam Lewis,RJ
Ffc01qyCekgk,73391,sao paulo,Benjamin Anderson,SP
FfhVZ5DV80d5,15102,vila velha,Isabella White,ES
FfnnK9YFwqnM,29703,sao paulo,Liam Smith,SP
Ffo7uXom9IvR,65065,sao paulo,Tomasz Clark,SP
FgRNEfAunza5,91150,santo andre,Liam Robinson,SP
Fgd4b4CgoWBA,31844,rio de janeiro,Megan Walker,RJ
Fgmmghpj1HV2,4376,goiania,Mia Taylor,GO
FgqpZmI5VFiq,5282,santana de parnaiba,Sarah White,SP
FgrXx4Ws2ZYa,66115,jundiai,Andrew Green,SP
FgtkfEYRjd8e,29138,taboao da serra,Sarah Martinez,SP
FgzbNCEecHzn,9771,paulo afonso,David Garcia,BA
FhD35PvHIBYr,21862,sao paulo,William Campbell,SP
FhDnccrvG4Xa,64605,manaus,Sarah Edwards,AM
FhPSMmWpzatH,2650,pirajui,Sophia Martin,SP
FhWW6QicO1iO,16940,guarulhos,Megan Lewis,SP
FhXA3HbNjvsa,75140,rio de janeiro,Joseph Adams,RJ
FhbphZGHHgHs,1327,araujos,Joshua Perez,MG
FhhtpdkuQLBb,76105,ribeirao das neves,Chris Ramirez,MG
FhnTudSLAN5W,30190,guarulhos,Joseph Johnson,SP
FhzhCR6dehvU,2246,santa rita do passa quatro,James Harris,SP
Fi3qjZ0Qe2JM,2674,carmo do paranaiba,Robert Parker,MG
Fi8s2wNCkEMf,70774,guarulhos,Rachel Robinson,SP
Fig1vBQkOITv,2534,taubate,Nicole Smith,SP
FigeinGUUj8H,76330,maraba,Robert Harris,PA
Fih8HysocmIq,45570,serafina correa,Lucas White,RS
FihOrf5WraGd,56485,iati,Emma Campbell,PE
FipTITGQ1CsM,3564,sao paulo,Lucas Hall,SP
FirWybZNzoxR,7073,arembepe,Joshua Ramirez,BA
FiyRfVnGcFmE,3584,caraguatatuba,Laura Harris,SP
Fj1uUNJdsvI8,89765,araraquara,Chen Thompson,SP
FjCFl7kGjqOL,29398,brasilia,Mei Jackson,DF
FjJ1tfTt64UC,38540,sao caetano do sul,Aisha Garcia,SP
FjUXXNfhmfKq,79134,belo horizonte,Emily Adams,MG
FjgmWQFyHpiI,36750,sao paulo,Noah Adams,SP
Fjjks5138p0n,4150,guarulhos,James Mitchell,SP
Fjsjl6XzLHLz,41185,sao goncalo,Joseph Evans,RJ
FjvGxyTFEnY6,3683,joviania,Olivia Walker,GO
Fk3fBIE9OKMy,4204,canoas,Aisha Green,RS
Fk7nvTcTBpne,19830,pariquera-acu,Sarah Phillips,SP
FkJNffvChcYs,6539,colatina,Noah Baker,ES
FkJdbvxraSZk,17502,novo horizonte,Emily Hill,SP
